Time,Activity,Value,Time_2
15:10:00,Unpaid household work,17.2,15.16666667
15:10:00,Unpaid care,3.2,15.16666667
15:10:00,Watching television,5.9,15.16666667
15:10:00,Entertainment and leisure,13.5,15.16666667
15:10:00,Education and study,2.6,15.16666667
15:10:00,Other,1.3,15.16666667
15:20:00,Sleep and rest,3,15.33333333
15:20:00,Personal care,5.8,15.33333333
15:20:00,Paid work,37.7,15.33333333
15:20:00,Travel,9,15.33333333
15:20:00,Unpaid household work,16.8,15.33333333
15:20:00,Unpaid care,3.5,15.33333333
15:20:00,Watching television,6.3,15.33333333
15:20:00,Entertainment and leisure,14.5,15.33333333
15:20:00,Education and study,2.4,15.33333333
15:20:00,Other,1,15.33333333
15:30:00,Sleep and rest,3.3,15.5
15:30:00,Personal care,5,15.5
15:30:00,Paid work,37.1,15.5
15:30:00,Travel,8.5,15.5
15:30:00,Unpaid household work,16.7,15.5
15:30:00,Unpaid care,4.2,15.5
15:30:00,Watching television,6.6,15.5
15:30:00,Entertainment and leisure,15,15.5
15:30:00,Education and study,2.7,15.5
15:30:00,Other,1,15.5
15:40:00,Sleep and rest,3.4,15.66666667
15:40:00,Personal care,5.1,15.66666667
15:40:00,Paid work,36.9,15.66666667
15:40:00,Travel,7.5,15.66666667
15:40:00,Unpaid household work,17.7,15.66666667
15:40:00,Unpaid care,4.2,15.66666667
15:40:00,Watching television,6.6,15.66666667
15:40:00,Entertainment and leisure,14.7,15.66666667
15:40:00,Education and study,2.8,15.66666667
15:40:00,Other,1.1,15.66666667
15:50:00,Sleep and rest,3.4,15.83333333
15:50:00,Personal care,5.4,15.83333333
15:50:00,Paid work,36.5,15.83333333
15:50:00,Travel,6.6,15.83333333
15:50:00,Unpaid household work,18.7,15.83333333
15:50:00,Unpaid care,4.3,15.83333333
15:50:00,Watching television,6.5,15.83333333
15:50:00,Entertainment and leisure,14.9,15.83333333
15:50:00,Education and study,2.9,15.83333333
15:50:00,Other,0.9,15.83333333
16:00:00,Sleep and rest,2.8,16
16:00:00,Personal care,5.9,16
16:00:00,Paid work,34.1,16
16:00:00,Travel,8.2,16
16:00:00,Unpaid household work,19.8,16
16:00:00,Unpaid care,4.4,16
16:00:00,Watching television,7.1,16
16:00:00,Entertainment and leisure,14.3,16
16:00:00,Education and study,2.5,16
16:00:00,Other,0.8,16
16:10:00,Sleep and rest,3,16.16666667
16:10:00,Personal care,6.5,16.16666667
16:10:00,Paid work,33.6,16.16666667
16:10:00,Travel,6.9,16.16666667
16:10:00,Unpaid household work,19.7,16.16666667
16:10:00,Unpaid care,4.6,16.16666667
16:10:00,Watching television,7,16.16666667
16:10:00,Entertainment and leisure,14.9,16.16666667
16:10:00,Education and study,2.5,16.16666667
16:10:00,Other,1.2,16.16666667
16:20:00,Sleep and rest,3.1,16.33333333
16:20:00,Personal care,6.6,16.33333333
16:20:00,Paid work,32.6,16.33333333
16:20:00,Travel,7.7,16.33333333
16:20:00,Unpaid household work,19.8,16.33333333
16:20:00,Unpaid care,5,16.33333333
16:20:00,Watching television,6.7,16.33333333
16:20:00,Entertainment and leisure,14.5,16.33333333
16:20:00,Education and study,2.6,16.33333333
16:20:00,Other,1.4,16.33333333
16:30:00,Sleep and rest,3.2,16.5
16:30:00,Personal care,6.2,16.5
16:30:00,Paid work,28.1,16.5
16:30:00,Travel,10.9,16.5
16:30:00,Unpaid household work,21.8,16.5
16:30:00,Unpaid care,4.7,16.5
16:30:00,Watching television,6.6,16.5
16:30:00,Entertainment and leisure,14.8,16.5
16:30:00,Education and study,2.5,16.5
16:30:00,Other,1.2,16.5
16:40:00,Sleep and rest,3.3,16.66666667
16:40:00,Personal care,6.8,16.66666667
16:40:00,Paid work,27.7,16.66666667
16:40:00,Travel,10.5,16.66666667
16:40:00,Unpaid household work,22.2,16.66666667
16:40:00,Unpaid care,4.5,16.66666667
16:40:00,Watching television,6.7,16.66666667
16:40:00,Entertainment and leisure,14.6,16.66666667
16:40:00,Education and study,2.3,16.66666667
16:40:00,Other,1.3,16.66666667
16:50:00,Sleep and rest,3.3,16.83333333
16:50:00,Personal care,7.4,16.83333333
16:50:00,Paid work,27.2,16.83333333
16:50:00,Travel,9.9,16.83333333
16:50:00,Unpaid household work,22.9,16.83333333
16:50:00,Unpaid care,4.6,16.83333333
16:50:00,Watching television,6.9,16.83333333
16:50:00,Entertainment and leisure,14.8,16.83333333
16:50:00,Education and study,1.8,16.83333333
16:50:00,Other,1.2,16.83333333
17:00:00,Sleep and rest,3.2,17
17:00:00,Personal care,9.8,17
17:00:00,Paid work,21,17
17:00:00,Travel,11.1,17
17:00:00,Unpaid household work,25.1,17
17:00:00,Unpaid care,4.6,17
17:00:00,Watching television,7.3,17
17:00:00,Entertainment and leisure,14.9,17
17:00:00,Education and study,1.7,17
17:00:00,Other,1.4,17
17:10:00,Sleep and rest,2.9,17.16666667
17:10:00,Personal care,11.2,17.16666667
17:10:00,Paid work,19.6,17.16666667
17:10:00,Travel,10.2,17.16666667
17:10:00,Unpaid household work,25.4,17.16666667
17:10:00,Unpaid care,4.8,17.16666667
17:10:00,Watching television,7.6,17.16666667
17:10:00,Entertainment and leisure,15.1,17.16666667
17:10:00,Education and study,1.7,17.16666667
17:10:00,Other,1.4,17.16666667
17:20:00,Sleep and rest,2.9,17.33333333
17:20:00,Personal care,12,17.33333333
17:20:00,Paid work,18.4,17.33333333
17:20:00,Travel,9.9,17.33333333
17:20:00,Unpaid household work,26,17.33333333
17:20:00,Unpaid care,4.7,17.33333333
17:20:00,Watching television,8.3,17.33333333
17:20:00,Entertainment and leisure,14.8,17.33333333
17:20:00,Education and study,1.6,17.33333333
17:20:00,Other,1.4,17.33333333
17:30:00,Sleep and rest,2.7,17.5
17:30:00,Personal care,15.3,17.5
17:30:00,Paid work,14,17.5
17:30:00,Travel,10.2,17.5
17:30:00,Unpaid household work,27,17.5
17:30:00,Unpaid care,4.4,17.5
17:30:00,Watching television,8.6,17.5
17:30:00,Entertainment and leisure,15,17.5
17:30:00,Education and study,1.6,17.5
17:30:00,Other,1.1,17.5
17:40:00,Sleep and rest,2.6,17.66666667
17:40:00,Personal care,16.3,17.66666667
17:40:00,Paid work,13.5,17.66666667
17:40:00,Travel,9.9,17.66666667
17:40:00,Unpaid household work,27.3,17.66666667
17:40:00,Unpaid care,4,17.66666667
17:40:00,Watching television,9.2,17.66666667
17:40:00,Entertainment and leisure,15.2,17.66666667
17:40:00,Education and study,1.4,17.66666667
17:40:00,Other,0.7,17.66666667
17:50:00,Sleep and rest,2.5,17.83333333
17:50:00,Personal care,17.1,17.83333333
17:50:00,Paid work,13.1,17.83333333
17:50:00,Travel,9.4,17.83333333
17:50:00,Unpaid household work,26.2,17.83333333
17:50:00,Unpaid care,4.2,17.83333333
17:50:00,Watching television,9.9,17.83333333
17:50:00,Entertainment and leisure,15.4,17.83333333
17:50:00,Education and study,1.4,17.83333333
17:50:00,Other,0.9,17.83333333
18:00:00,Sleep and rest,2,18
18:00:00,Personal care,21,18
18:00:00,Paid work,9.8,18
18:00:00,Travel,8.7,18
18:00:00,Unpaid household work,25.1,18
18:00:00,Unpaid care,4.3,18
18:00:00,Watching television,12.1,18
18:00:00,Entertainment and leisure,14.8,18
18:00:00,Education and study,1.3,18
18:00:00,Other,0.9,18
18:10:00,Sleep and rest,2.2,18.16666667
18:10:00,Personal care,22,18.16666667
18:10:00,Paid work,9.1,18.16666667
18:10:00,Travel,7.2,18.16666667
18:10:00,Unpaid household work,23.7,18.16666667
18:10:00,Unpaid care,4,18.16666667
18:10:00,Watching television,13.3,18.16666667
18:10:00,Entertainment and leisure,15.6,18.16666667
18:10:00,Education and study,1.3,18.16666667
18:10:00,Other,1.6,18.16666667
18:20:00,Sleep and rest,2.4,18.33333333
18:20:00,Personal care,21.6,18.33333333
18:20:00,Paid work,8.7,18.33333333
18:20:00,Travel,6.7,18.33333333
18:20:00,Unpaid household work,23.6,18.33333333
18:20:00,Unpaid care,4.1,18.33333333
18:20:00,Watching television,13.9,18.33333333
18:20:00,Entertainment and leisure,16.1,18.33333333
18:20:00,Education and study,1.3,18.33333333
18:20:00,Other,1.6,18.33333333
18:30:00,Sleep and rest,2.4,18.5
18:30:00,Personal care,21,18.5
18:30:00,Paid work,7.2,18.5
18:30:00,Travel,7.5,18.5
18:30:00,Unpaid household work,21.8,18.5
18:30:00,Unpaid care,4.8,18.5
18:30:00,Watching television,15.2,18.5
18:30:00,Entertainment and leisure,17.1,18.5
18:30:00,Education and study,1.3,18.5
18:30:00,Other,1.6,18.5
18:40:00,Sleep and rest,2.2,18.66666667
18:40:00,Personal care,20.1,18.66666667
18:40:00,Paid work,6.8,18.66666667
18:40:00,Travel,7.1,18.66666667
18:40:00,Unpaid household work,21.7,18.66666667
18:40:00,Unpaid care,5.1,18.66666667
18:40:00,Watching television,16.2,18.66666667
18:40:00,Entertainment and leisure,17.9,18.66666667
18:40:00,Education and study,1.4,18.66666667
18:40:00,Other,1.5,18.66666667
18:50:00,Sleep and rest,2,18.83333333
18:50:00,Personal care,19.2,18.83333333
18:50:00,Paid work,6.2,18.83333333
18:50:00,Travel,6.9,18.83333333
18:50:00,Unpaid household work,21.2,18.83333333
18:50:00,Unpaid care,5.4,18.83333333
18:50:00,Watching television,17.3,18.83333333
18:50:00,Entertainment and leisure,18.9,18.83333333
18:50:00,Education and study,1.3,18.83333333
18:50:00,Other,1.6,18.83333333
19:00:00,Sleep and rest,2.4,19
19:00:00,Personal care,19.6,19
19:00:00,Paid work,5.6,19
19:00:00,Travel,6.2,19
19:00:00,Unpaid household work,18.8,19
19:00:00,Unpaid care,5.7,19
19:00:00,Watching television,20.4,19
19:00:00,Entertainment and leisure,18.7,19
19:00:00,Education and study,1.3,19
19:00:00,Other,1.4,19
19:10:00,Sleep and rest,2.3,19.16666667
19:10:00,Personal care,19.3,19.16666667
19:10:00,Paid work,5.3,19.16666667
19:10:00,Travel,5.6,19.16666667
19:10:00,Unpaid household work,17.3,19.16666667
19:10:00,Unpaid care,6.3,19.16666667
19:10:00,Watching television,21.8,19.16666667
19:10:00,Entertainment and leisure,19.6,19.16666667
19:10:00,Education and study,1.3,19.16666667
19:10:00,Other,1.2,19.16666667
19:20:00,Sleep and rest,2.1,19.33333333
19:20:00,Personal care,17.9,19.33333333
19:20:00,Paid work,5.3,19.33333333
19:20:00,Travel,4.9,19.33333333
19:20:00,Unpaid household work,16.8,19.33333333
19:20:00,Unpaid care,6.2,19.33333333
19:20:00,Watching television,24.4,19.33333333
19:20:00,Entertainment and leisure,19.8,19.33333333
19:20:00,Education and study,1.2,19.33333333
19:20:00,Other,1.1,19.33333333
19:30:00,Sleep and rest,1.9,19.5
19:30:00,Personal care,17.8,19.5
19:30:00,Paid work,5.1,19.5
19:30:00,Travel,3.9,19.5
19:30:00,Unpaid household work,14.9,19.5
19:30:00,Unpaid care,5.6,19.5
19:30:00,Watching television,28.2,19.5
19:30:00,Entertainment and leisure,20.2,19.5
19:30:00,Education and study,1.2,19.5
19:30:00,Other,1.3,19.5
19:40:00,Sleep and rest,2.2,19.66666667
19:40:00,Personal care,16.4,19.66666667
19:40:00,Paid work,5,19.66666667
19:40:00,Travel,3.6,19.66666667
19:40:00,Unpaid household work,13,19.66666667
19:40:00,Unpaid care,5.3,19.66666667
19:40:00,Watching television,30.8,19.66666667
19:40:00,Entertainment and leisure,21.1,19.66666667
19:40:00,Education and study,1.2,19.66666667
19:40:00,Other,1.4,19.66666667
19:50:00,Sleep and rest,2.2,19.83333333
19:50:00,Personal care,15.5,19.83333333
19:50:00,Paid work,5,19.83333333
19:50:00,Travel,3.5,19.83333333
19:50:00,Unpaid household work,12.2,19.83333333
19:50:00,Unpaid care,5.1,19.83333333
19:50:00,Watching television,32.4,19.83333333
19:50:00,Entertainment and leisure,21.1,19.83333333
19:50:00,Education and study,1.4,19.83333333
19:50:00,Other,1.5,19.83333333
20:00:00,Sleep and rest,2.7,20
20:00:00,Personal care,14.1,20
20:00:00,Paid work,4.1,20
20:00:00,Travel,3.6,20
20:00:00,Unpaid household work,11.1,20
20:00:00,Unpaid care,4.4,20
20:00:00,Watching television,38.1,20
20:00:00,Entertainment and leisure,19,20
20:00:00,Education and study,1.4,20
20:00:00,Other,1.6,20
20:10:00,Sleep and rest,2.8,20.16666667
20:10:00,Personal care,12.8,20.16666667
20:10:00,Paid work,3.9,20.16666667
20:10:00,Travel,2.8,20.16666667
20:10:00,Unpaid household work,10.8,20.16666667
20:10:00,Unpaid care,4.2,20.16666667
20:10:00,Watching television,39.7,20.16666667
20:10:00,Entertainment and leisure,19.8,20.16666667
20:10:00,Education and study,1.5,20.16666667
20:10:00,Other,1.8,20.16666667
20:20:00,Sleep and rest,3.2,20.33333333
20:20:00,Personal care,12.1,20.33333333
20:20:00,Paid work,4,20.33333333
20:20:00,Travel,2.3,20.33333333
20:20:00,Unpaid household work,9.7,20.33333333
20:20:00,Unpaid care,3.9,20.33333333
20:20:00,Watching television,41.1,20.33333333
20:20:00,Entertainment and leisure,20.6,20.33333333
20:20:00,Education and study,1.3,20.33333333
20:20:00,Other,1.9,20.33333333
20:30:00,Sleep and rest,3.9,20.5
20:30:00,Personal care,10.8,20.5
20:30:00,Paid work,3.7,20.5
20:30:00,Travel,2.2,20.5
20:30:00,Unpaid household work,9.1,20.5
20:30:00,Unpaid care,3.1,20.5
20:30:00,Watching television,42.9,20.5
20:30:00,Entertainment and leisure,20.7,20.5
20:30:00,Education and study,1.2,20.5
20:30:00,Other,2.4,20.5
20:40:00,Sleep and rest,4.2,20.66666667
20:40:00,Personal care,10.4,20.66666667
20:40:00,Paid work,3.6,20.66666667
20:40:00,Travel,1.7,20.66666667
20:40:00,Unpaid household work,8.5,20.66666667
20:40:00,Unpaid care,2.8,20.66666667
20:40:00,Watching television,44,20.66666667
20:40:00,Entertainment and leisure,21.1,20.66666667
20:40:00,Education and study,1.2,20.66666667
20:40:00,Other,2.4,20.66666667
20:50:00,Sleep and rest,5,20.83333333
20:50:00,Personal care,9.4,20.83333333
20:50:00,Paid work,3.5,20.83333333
20:50:00,Travel,2.3,20.83333333
20:50:00,Unpaid household work,8.1,20.83333333
20:50:00,Unpaid care,2.6,20.83333333
20:50:00,Watching television,44.6,20.83333333
20:50:00,Entertainment and leisure,20.9,20.83333333
20:50:00,Education and study,1.2,20.83333333
20:50:00,Other,2.5,20.83333333
21:00:00,Sleep and rest,8,21
21:00:00,Personal care,9.6,21
21:00:00,Paid work,3,21
21:00:00,Travel,2.7,21
21:00:00,Unpaid household work,6.9,21
21:00:00,Unpaid care,2.4,21
21:00:00,Watching television,42.6,21
21:00:00,Entertainment and leisure,20.9,21
21:00:00,Education and study,1.1,21
21:00:00,Other,2.6,21
21:10:00,Sleep and rest,8.9,21.16666667
21:10:00,Personal care,9.9,21.16666667
21:10:00,Paid work,2.8,21.16666667
21:10:00,Travel,2,21.16666667
21:10:00,Unpaid household work,6.1,21.16666667
21:10:00,Unpaid care,2.4,21.16666667
21:10:00,Watching television,43.7,21.16666667
21:10:00,Entertainment and leisure,20.5,21.16666667
21:10:00,Education and study,1,21.16666667
21:10:00,Other,2.7,21.16666667
21:20:00,Sleep and rest,9.9,21.33333333
21:20:00,Personal care,9.2,21.33333333
21:20:00,Paid work,2.7,21.33333333
21:20:00,Travel,1.6,21.33333333
21:20:00,Unpaid household work,5.7,21.33333333
21:20:00,Unpaid care,2.1,21.33333333
21:20:00,Watching television,43.6,21.33333333
21:20:00,Entertainment and leisure,21.2,21.33333333
21:20:00,Education and study,1,21.33333333
21:20:00,Other,3,21.33333333
21:30:00,Sleep and rest,12.6,21.5
21:30:00,Personal care,10,21.5
21:30:00,Paid work,2.7,21.5
21:30:00,Travel,1.9,21.5
21:30:00,Unpaid household work,3.8,21.5
21:30:00,Unpaid care,1.8,21.5
21:30:00,Watching television,42.3,21.5
21:30:00,Entertainment and leisure,21.1,21.5
21:30:00,Education and study,0.9,21.5
21:30:00,Other,2.7,21.5
21:40:00,Sleep and rest,14.5,21.66666667
21:40:00,Personal care,9.2,21.66666667
21:40:00,Paid work,2.8,21.66666667
21:40:00,Travel,2.2,21.66666667
21:40:00,Unpaid household work,3.5,21.66666667
21:40:00,Unpaid care,1.8,21.66666667
21:40:00,Watching television,41.1,21.66666667
21:40:00,Entertainment and leisure,21.8,21.66666667
21:40:00,Education and study,0.8,21.66666667
21:40:00,Other,2.3,21.66666667
21:50:00,Sleep and rest,15.8,21.83333333
21:50:00,Personal care,8.7,21.83333333
21:50:00,Paid work,2.8,21.83333333
21:50:00,Travel,1.9,21.83333333
21:50:00,Unpaid household work,4.1,21.83333333
21:50:00,Unpaid care,1.2,21.83333333
21:50:00,Watching television,40.5,21.83333333
21:50:00,Entertainment and leisure,21.7,21.83333333
21:50:00,Education and study,0.6,21.83333333
21:50:00,Other,2.5,21.83333333
22:00:00,Sleep and rest,27.6,22
22:00:00,Personal care,9.7,22
22:00:00,Paid work,2.1,22
22:00:00,Travel,2.3,22
22:00:00,Unpaid household work,3.8,22
22:00:00,Unpaid care,1.1,22
22:00:00,Watching television,31.4,22
22:00:00,Entertainment and leisure,19,22
22:00:00,Education and study,0.2,22
22:00:00,Other,2.7,22
22:10:00,Sleep and rest,31.4,22.16666667
22:10:00,Personal care,7.9,22.16666667
22:10:00,Paid work,2.1,22.16666667
22:10:00,Travel,2.2,22.16666667
22:10:00,Unpaid household work,3.5,22.16666667
22:10:00,Unpaid care,1.2,22.16666667
22:10:00,Watching television,29.7,22.16666667
22:10:00,Entertainment and leisure,19.2,22.16666667
22:10:00,Education and study,0.2,22.16666667
22:10:00,Other,2.7,22.16666667
22:20:00,Sleep and rest,35.3,22.33333333
22:20:00,Personal care,7,22.33333333
22:20:00,Paid work,2,22.33333333
22:20:00,Travel,2.3,22.33333333
22:20:00,Unpaid household work,2.6,22.33333333
22:20:00,Unpaid care,1.1,22.33333333
22:20:00,Watching television,27.3,22.33333333
22:20:00,Entertainment and leisure,19.1,22.33333333
22:20:00,Education and study,0.4,22.33333333
22:20:00,Other,3,22.33333333
22:30:00,Sleep and rest,43.9,22.5
22:30:00,Personal care,7.7,22.5
22:30:00,Paid work,1.6,22.5
22:30:00,Travel,2.1,22.5
22:30:00,Unpaid household work,2.9,22.5
22:30:00,Unpaid care,1.1,22.5
22:30:00,Watching television,20.5,22.5
22:30:00,Entertainment and leisure,16.9,22.5
22:30:00,Education and study,0.6,22.5
22:30:00,Other,2.7,22.5
22:40:00,Sleep and rest,48,22.66666667
22:40:00,Personal care,6.8,22.66666667
22:40:00,Paid work,1.6,22.66666667
22:40:00,Travel,1.8,22.66666667
22:40:00,Unpaid household work,2.9,22.66666667
22:40:00,Unpaid care,0.9,22.66666667
22:40:00,Watching television,18.5,22.66666667
22:40:00,Entertainment and leisure,16.3,22.66666667
22:40:00,Education and study,0.7,22.66666667
22:40:00,Other,2.7,22.66666667
22:50:00,Sleep and rest,52.2,22.83333333
22:50:00,Personal care,6,22.83333333
22:50:00,Paid work,1.6,22.83333333
22:50:00,Travel,1.2,22.83333333
22:50:00,Unpaid household work,2.5,22.83333333
22:50:00,Unpaid care,0.9,22.83333333
22:50:00,Watching television,17.1,22.83333333
22:50:00,Entertainment and leisure,15.2,22.83333333
22:50:00,Education and study,0.6,22.83333333
22:50:00,Other,2.5,22.83333333
23:00:00,Sleep and rest,64.5,23
23:00:00,Personal care,5.3,23
23:00:00,Paid work,1.4,23
23:00:00,Travel,1.4,23
23:00:00,Unpaid household work,2.1,23
23:00:00,Unpaid care,0.4,23
23:00:00,Watching television,11.1,23
23:00:00,Entertainment and leisure,10.9,23
23:00:00,Education and study,0.6,23
23:00:00,Other,2.3,23
23:10:00,Sleep and rest,68.1,23.16666667
23:10:00,Personal care,4.3,23.16666667
23:10:00,Paid work,1.4,23.16666667
23:10:00,Travel,1.5,23.16666667
23:10:00,Unpaid household work,1.9,23.16666667
23:10:00,Unpaid care,0.4,23.16666667
23:10:00,Watching television,9.8,23.16666667
23:10:00,Entertainment and leisure,9.7,23.16666667
23:10:00,Education and study,0.6,23.16666667
23:10:00,Other,2.2,23.16666667
23:20:00,Sleep and rest,71.4,23.33333333
23:20:00,Personal care,3.8,23.33333333
23:20:00,Paid work,1.4,23.33333333
23:20:00,Travel,1.2,23.33333333
23:20:00,Unpaid household work,2,23.33333333
23:20:00,Unpaid care,0.4,23.33333333
23:20:00,Watching television,8.7,23.33333333
23:20:00,Entertainment and leisure,8.3,23.33333333
23:20:00,Education and study,0.5,23.33333333
23:20:00,Other,2.3,23.33333333
23:30:00,Sleep and rest,77.8,23.5
23:30:00,Personal care,3.2,23.5
23:30:00,Paid work,1.3,23.5
23:30:00,Travel,0.8,23.5
23:30:00,Unpaid household work,1.3,23.5
23:30:00,Unpaid care,0.4,23.5
23:30:00,Watching television,6.6,23.5
23:30:00,Entertainment and leisure,6.2,23.5
23:30:00,Education and study,0.4,23.5
23:30:00,Other,2,23.5
23:40:00,Sleep and rest,80.4,23.66666667
23:40:00,Personal care,2,23.66666667
23:40:00,Paid work,1.3,23.66666667
23:40:00,Travel,0.8,23.66666667
23:40:00,Unpaid household work,1.1,23.66666667
23:40:00,Unpaid care,0.3,23.66666667
23:40:00,Watching television,5.7,23.66666667
23:40:00,Entertainment and leisure,6.1,23.66666667
23:40:00,Education and study,0.3,23.66666667
23:40:00,Other,2,23.66666667
23:50:00,Sleep and rest,82.2,23.83333333
23:50:00,Personal care,1.4,23.83333333
23:50:00,Paid work,1.3,23.83333333
23:50:00,Travel,0.7,23.83333333
23:50:00,Unpaid household work,1.2,23.83333333
23:50:00,Unpaid care,0.3,23.83333333
23:50:00,Watching television,5,23.83333333
23:50:00,Entertainment and leisure,5.6,23.83333333
23:50:00,Education and study,0.3,23.83333333
23:50:00,Other,2,23.83333333
00:00:00,Sleep and rest,87,0
00:00:00,Personal care,1.5,0
00:00:00,Paid work,1,0
00:00:00,Travel,0.3,0
00:00:00,Unpaid household work,0.6,0
00:00:00,Unpaid care,0.2,0
00:00:00,Watching television,2.9,0
00:00:00,Entertainment and leisure,4.2,0
00:00:00,Education and study,0.2,0
00:00:00,Other,2.2,0
00:10:00,Sleep and rest,88.4,0.166666667
00:10:00,Personal care,1.2,0.166666667
00:10:00,Paid work,0.9,0.166666667
00:10:00,Travel,0.3,0.166666667
00:10:00,Unpaid household work,0.4,0.166666667
00:10:00,Unpaid care,0.3,0.166666667
00:10:00,Watching television,2.4,0.166666667
00:10:00,Entertainment and leisure,3.7,0.166666667
00:10:00,Education and study,0.2,0.166666667
00:10:00,Other,2.2,0.166666667
00:20:00,Sleep and rest,89.7,0.333333333
00:20:00,Personal care,1.1,0.333333333
00:20:00,Paid work,0.9,0.333333333
00:20:00,Travel,0.2,0.333333333
00:20:00,Unpaid household work,0.5,0.333333333
00:20:00,Unpaid care,0.2,0.333333333
00:20:00,Watching television,2.2,0.333333333
00:20:00,Entertainment and leisure,3,0.333333333
00:20:00,Education and study,0.2,0.333333333
00:20:00,Other,2,0.333333333
00:30:00,Sleep and rest,90.8,0.5
00:30:00,Personal care,1.1,0.5
00:30:00,Paid work,1,0.5
00:30:00,Travel,0.2,0.5
00:30:00,Unpaid household work,0.3,0.5
00:30:00,Unpaid care,0.2,0.5
00:30:00,Watching television,1.6,0.5
00:30:00,Entertainment and leisure,2.7,0.5
00:30:00,Education and study,0.2,0.5
00:30:00,Other,1.9,0.5
00:40:00,Sleep and rest,91.9,0.666666667
00:40:00,Personal care,0.8,0.666666667
00:40:00,Paid work,1,0.666666667
00:40:00,Travel,0.1,0.666666667
00:40:00,Unpaid household work,0.3,0.666666667
00:40:00,Unpaid care,0.2,0.666666667
00:40:00,Watching television,1.5,0.666666667
00:40:00,Entertainment and leisure,2.4,0.666666667
00:40:00,Education and study,0.1,0.666666667
00:40:00,Other,1.8,0.666666667
00:50:00,Sleep and rest,92,0.833333333
00:50:00,Personal care,0.8,0.833333333
00:50:00,Paid work,1,0.833333333
00:50:00,Travel,0.2,0.833333333
00:50:00,Unpaid household work,0.3,0.833333333
00:50:00,Unpaid care,0.2,0.833333333
00:50:00,Watching television,1.5,0.833333333
00:50:00,Entertainment and leisure,2.2,0.833333333
00:50:00,Education and study,0.1,0.833333333
00:50:00,Other,1.8,0.833333333
01:00:00,Sleep and rest,93.1,1
01:00:00,Personal care,0.6,1
01:00:00,Paid work,1,1
01:00:00,Travel,0.2,1
01:00:00,Unpaid household work,0,1
01:00:00,Unpaid care,0.3,1
01:00:00,Watching television,1.2,1
01:00:00,Entertainment and leisure,1.8,1
01:00:00,Education and study,0,1
01:00:00,Other,1.6,1
01:10:00,Sleep and rest,93.4,1.166666667
01:10:00,Personal care,0.5,1.166666667
01:10:00,Paid work,1,1.166666667
01:10:00,Travel,0.2,1.166666667
01:10:00,Unpaid household work,0.1,1.166666667
01:10:00,Unpaid care,0.2,1.166666667
01:10:00,Watching television,1.2,1.166666667
01:10:00,Entertainment and leisure,1.8,1.166666667
01:10:00,Education and study,0,1.166666667
01:10:00,Other,1.7,1.166666667
01:20:00,Sleep and rest,93.5,1.333333333
01:20:00,Personal care,0.4,1.333333333
01:20:00,Paid work,1,1.333333333
01:20:00,Travel,0.2,1.333333333
01:20:00,Unpaid household work,0.1,1.333333333
01:20:00,Unpaid care,0.1,1.333333333
01:20:00,Watching television,1,1.333333333
01:20:00,Entertainment and leisure,2,1.333333333
01:20:00,Education and study,0,1.333333333
01:20:00,Other,1.7,1.333333333
01:30:00,Sleep and rest,94,1.5
01:30:00,Personal care,0.4,1.5
01:30:00,Paid work,1.1,1.5
01:30:00,Travel,0,1.5
01:30:00,Unpaid household work,0,1.5
01:30:00,Unpaid care,0.1,1.5
01:30:00,Watching television,1,1.5
01:30:00,Entertainment and leisure,1.7,1.5
01:30:00,Education and study,0,1.5
01:30:00,Other,1.7,1.5
01:40:00,Sleep and rest,94.1,1.666666667
01:40:00,Personal care,0.4,1.666666667
01:40:00,Paid work,1,1.666666667
01:40:00,Travel,0,1.666666667
01:40:00,Unpaid household work,0,1.666666667
01:40:00,Unpaid care,0.1,1.666666667
01:40:00,Watching television,1,1.666666667
01:40:00,Entertainment and leisure,1.6,1.666666667
01:40:00,Education and study,0,1.666666667
01:40:00,Other,1.7,1.666666667
01:50:00,Sleep and rest,94.3,1.833333333
01:50:00,Personal care,0.4,1.833333333
01:50:00,Paid work,1,1.833333333
01:50:00,Travel,0,1.833333333
01:50:00,Unpaid household work,0.1,1.833333333
01:50:00,Unpaid care,0.1,1.833333333
01:50:00,Watching television,1,1.833333333
01:50:00,Entertainment and leisure,1.5,1.833333333
01:50:00,Education and study,0,1.833333333
01:50:00,Other,1.6,1.833333333
02:00:00,Sleep and rest,95,2
02:00:00,Personal care,0.2,2
02:00:00,Paid work,0.9,2
02:00:00,Travel,0.1,2
02:00:00,Unpaid household work,0.1,2
02:00:00,Unpaid care,0.2,2
02:00:00,Watching television,0.7,2
02:00:00,Entertainment and leisure,1.1,2
02:00:00,Education and study,0,2
02:00:00,Other,1.7,2
02:10:00,Sleep and rest,94.9,2.166666667
02:10:00,Personal care,0.4,2.166666667
02:10:00,Paid work,0.9,2.166666667
02:10:00,Travel,0.1,2.166666667
02:10:00,Unpaid household work,0.1,2.166666667
02:10:00,Unpaid care,0.2,2.166666667
02:10:00,Watching television,0.6,2.166666667
02:10:00,Entertainment and leisure,1.1,2.166666667
02:10:00,Education and study,0,2.166666667
02:10:00,Other,1.7,2.166666667
02:20:00,Sleep and rest,95.2,2.333333333
02:20:00,Personal care,0.3,2.333333333
02:20:00,Paid work,0.9,2.333333333
02:20:00,Travel,0.1,2.333333333
02:20:00,Unpaid household work,0.1,2.333333333
02:20:00,Unpaid care,0.1,2.333333333
02:20:00,Watching television,0.6,2.333333333
