Time,Activity,Value,Time_2
15:40:00,Watching television,15.7,15.67
15:40:00,Entertainment and leisure,25.2,15.67
15:40:00,Education and study,1.6,15.67
15:40:00,Other,1.4,15.67
15:50:00,Sleep and rest,4,15.83
15:50:00,Personal care,7.1,15.83
15:50:00,Paid work,6.6,15.83
15:50:00,Travel,7.2,15.83
15:50:00,Unpaid household work,26,15.83
15:50:00,Unpaid care,4.5,15.83
15:50:00,Watching television,15.9,15.83
15:50:00,Entertainment and leisure,25.6,15.83
15:50:00,Education and study,1.5,15.83
15:50:00,Other,1.5,15.83
16:00:00,Sleep and rest,3.8,16.00
16:00:00,Personal care,8.3,16.00
16:00:00,Paid work,5.9,16.00
16:00:00,Travel,8.4,16.00
16:00:00,Unpaid household work,26.5,16.00
16:00:00,Unpaid care,4.3,16.00
16:00:00,Watching television,16.2,16.00
16:00:00,Entertainment and leisure,24.1,16.00
16:00:00,Education and study,1.6,16.00
16:00:00,Other,1.2,16.00
16:10:00,Sleep and rest,3.9,16.17
16:10:00,Personal care,8.3,16.17
16:10:00,Paid work,5.7,16.17
16:10:00,Travel,8.5,16.17
16:10:00,Unpaid household work,25.6,16.17
16:10:00,Unpaid care,4.2,16.17
16:10:00,Watching television,16.5,16.17
16:10:00,Entertainment and leisure,24.4,16.17
16:10:00,Education and study,1.6,16.17
16:10:00,Other,1.2,16.17
16:20:00,Sleep and rest,3.7,16.33
16:20:00,Personal care,8.9,16.33
16:20:00,Paid work,5.7,16.33
16:20:00,Travel,7.4,16.33
16:20:00,Unpaid household work,25.8,16.33
16:20:00,Unpaid care,4.3,16.33
16:20:00,Watching television,16.8,16.33
16:20:00,Entertainment and leisure,24.7,16.33
16:20:00,Education and study,1.6,16.33
16:20:00,Other,1.2,16.33
16:30:00,Sleep and rest,3.6,16.50
16:30:00,Personal care,9.9,16.50
16:30:00,Paid work,6,16.50
16:30:00,Travel,7,16.50
16:30:00,Unpaid household work,24.2,16.50
16:30:00,Unpaid care,4.5,16.50
16:30:00,Watching television,16.9,16.50
16:30:00,Entertainment and leisure,24.7,16.50
16:30:00,Education and study,1.7,16.50
16:30:00,Other,1.5,16.50
16:40:00,Sleep and rest,3.7,16.67
16:40:00,Personal care,9.9,16.67
16:40:00,Paid work,5.9,16.67
16:40:00,Travel,6.7,16.67
16:40:00,Unpaid household work,24.2,16.67
16:40:00,Unpaid care,4.3,16.67
16:40:00,Watching television,17.8,16.67
16:40:00,Entertainment and leisure,24.1,16.67
16:40:00,Education and study,1.6,16.67
16:40:00,Other,1.7,16.67
16:50:00,Sleep and rest,3.8,16.83
16:50:00,Personal care,9.4,16.83
16:50:00,Paid work,5.9,16.83
16:50:00,Travel,6.6,16.83
16:50:00,Unpaid household work,23.6,16.83
16:50:00,Unpaid care,4.5,16.83
16:50:00,Watching television,18.5,16.83
16:50:00,Entertainment and leisure,24.4,16.83
16:50:00,Education and study,1.7,16.83
16:50:00,Other,1.7,16.83
17:00:00,Sleep and rest,3.4,17.00
17:00:00,Personal care,12.3,17.00
17:00:00,Paid work,5,17.00
17:00:00,Travel,7.1,17.00
17:00:00,Unpaid household work,24,17.00
17:00:00,Unpaid care,3.7,17.00
17:00:00,Watching television,18.8,17.00
17:00:00,Entertainment and leisure,22.7,17.00
17:00:00,Education and study,1.4,17.00
17:00:00,Other,1.5,17.00
17:10:00,Sleep and rest,3.3,17.17
17:10:00,Personal care,13.3,17.17
17:10:00,Paid work,4.8,17.17
17:10:00,Travel,7.3,17.17
17:10:00,Unpaid household work,23.9,17.17
17:10:00,Unpaid care,3.7,17.17
17:10:00,Watching television,18.9,17.17
17:10:00,Entertainment and leisure,22,17.17
17:10:00,Education and study,1.4,17.17
17:10:00,Other,1.5,17.17
17:20:00,Sleep and rest,3.1,17.33
17:20:00,Personal care,14.3,17.33
17:20:00,Paid work,4.7,17.33
17:20:00,Travel,6.8,17.33
17:20:00,Unpaid household work,23.5,17.33
17:20:00,Unpaid care,3.9,17.33
17:20:00,Watching television,19.1,17.33
17:20:00,Entertainment and leisure,21.4,17.33
17:20:00,Education and study,1.3,17.33
17:20:00,Other,2,17.33
17:30:00,Sleep and rest,2.9,17.50
17:30:00,Personal care,15.4,17.50
17:30:00,Paid work,4.6,17.50
17:30:00,Travel,6.2,17.50
17:30:00,Unpaid household work,24.2,17.50
17:30:00,Unpaid care,3.7,17.50
17:30:00,Watching television,20,17.50
17:30:00,Entertainment and leisure,20.5,17.50
17:30:00,Education and study,0.9,17.50
17:30:00,Other,1.5,17.50
17:40:00,Sleep and rest,2.9,17.67
17:40:00,Personal care,15.8,17.67
17:40:00,Paid work,4.5,17.67
17:40:00,Travel,5.9,17.67
17:40:00,Unpaid household work,24.1,17.67
17:40:00,Unpaid care,3.8,17.67
17:40:00,Watching television,20.1,17.67
17:40:00,Entertainment and leisure,20.3,17.67
17:40:00,Education and study,1,17.67
17:40:00,Other,1.6,17.67
17:50:00,Sleep and rest,2.7,17.83
17:50:00,Personal care,16.9,17.83
17:50:00,Paid work,4.4,17.83
17:50:00,Travel,6.1,17.83
17:50:00,Unpaid household work,24,17.83
17:50:00,Unpaid care,3.8,17.83
17:50:00,Watching television,19.6,17.83
17:50:00,Entertainment and leisure,19.8,17.83
17:50:00,Education and study,0.9,17.83
17:50:00,Other,1.6,17.83
18:00:00,Sleep and rest,2,18.00
18:00:00,Personal care,19.8,18.00
18:00:00,Paid work,4.1,18.00
18:00:00,Travel,6.4,18.00
18:00:00,Unpaid household work,23.5,18.00
18:00:00,Unpaid care,3.7,18.00
18:00:00,Watching television,19,18.00
18:00:00,Entertainment and leisure,18.7,18.00
18:00:00,Education and study,1.2,18.00
18:00:00,Other,1.6,18.00
18:10:00,Sleep and rest,1.8,18.17
18:10:00,Personal care,19.8,18.17
18:10:00,Paid work,4.3,18.17
18:10:00,Travel,6.2,18.17
18:10:00,Unpaid household work,22.7,18.17
18:10:00,Unpaid care,3.8,18.17
18:10:00,Watching television,19.6,18.17
18:10:00,Entertainment and leisure,19,18.17
18:10:00,Education and study,1.2,18.17
18:10:00,Other,1.6,18.17
18:20:00,Sleep and rest,2,18.33
18:20:00,Personal care,20.7,18.33
18:20:00,Paid work,4.4,18.33
18:20:00,Travel,5.2,18.33
18:20:00,Unpaid household work,22.1,18.33
18:20:00,Unpaid care,4,18.33
18:20:00,Watching television,19.9,18.33
18:20:00,Entertainment and leisure,19.4,18.33
18:20:00,Education and study,1,18.33
18:20:00,Other,1.4,18.33
18:30:00,Sleep and rest,2.2,18.50
18:30:00,Personal care,20.9,18.50
18:30:00,Paid work,4.1,18.50
18:30:00,Travel,5.7,18.50
18:30:00,Unpaid household work,20.3,18.50
18:30:00,Unpaid care,5,18.50
18:30:00,Watching television,20.1,18.50
18:30:00,Entertainment and leisure,19.3,18.50
18:30:00,Education and study,0.9,18.50
18:30:00,Other,1.3,18.50
18:40:00,Sleep and rest,2.2,18.67
18:40:00,Personal care,20.8,18.67
18:40:00,Paid work,4,18.67
18:40:00,Travel,5.2,18.67
18:40:00,Unpaid household work,20.3,18.67
18:40:00,Unpaid care,5.4,18.67
18:40:00,Watching television,20.7,18.67
18:40:00,Entertainment and leisure,19.1,18.67
18:40:00,Education and study,0.9,18.67
18:40:00,Other,1.4,18.67
18:50:00,Sleep and rest,2,18.83
18:50:00,Personal care,21.2,18.83
18:50:00,Paid work,4.2,18.83
18:50:00,Travel,5.2,18.83
18:50:00,Unpaid household work,19.3,18.83
18:50:00,Unpaid care,5.6,18.83
18:50:00,Watching television,21.7,18.83
18:50:00,Entertainment and leisure,19,18.83
18:50:00,Education and study,0.6,18.83
18:50:00,Other,1.2,18.83
19:00:00,Sleep and rest,1.7,19.00
19:00:00,Personal care,21.1,19.00
19:00:00,Paid work,4.1,19.00
19:00:00,Travel,4.6,19.00
19:00:00,Unpaid household work,18.3,19.00
19:00:00,Unpaid care,5.5,19.00
19:00:00,Watching television,24.1,19.00
19:00:00,Entertainment and leisure,18.6,19.00
19:00:00,Education and study,0.8,19.00
19:00:00,Other,1.3,19.00
19:10:00,Sleep and rest,1.6,19.17
19:10:00,Personal care,20.7,19.17
19:10:00,Paid work,4.3,19.17
19:10:00,Travel,4.6,19.17
19:10:00,Unpaid household work,17,19.17
19:10:00,Unpaid care,5.4,19.17
19:10:00,Watching television,26,19.17
19:10:00,Entertainment and leisure,18.6,19.17
19:10:00,Education and study,0.7,19.17
19:10:00,Other,1.2,19.17
19:20:00,Sleep and rest,1.5,19.33
19:20:00,Personal care,19.8,19.33
19:20:00,Paid work,3.9,19.33
19:20:00,Travel,4.7,19.33
19:20:00,Unpaid household work,16.4,19.33
19:20:00,Unpaid care,5.5,19.33
19:20:00,Watching television,27.5,19.33
19:20:00,Entertainment and leisure,18.6,19.33
19:20:00,Education and study,0.8,19.33
19:20:00,Other,1.3,19.33
19:30:00,Sleep and rest,1.9,19.50
19:30:00,Personal care,17.9,19.50
19:30:00,Paid work,3.5,19.50
19:30:00,Travel,3.8,19.50
19:30:00,Unpaid household work,16.2,19.50
19:30:00,Unpaid care,4.4,19.50
19:30:00,Watching television,29.8,19.50
19:30:00,Entertainment and leisure,19.8,19.50
19:30:00,Education and study,1,19.50
19:30:00,Other,1.5,19.50
19:40:00,Sleep and rest,2,19.67
19:40:00,Personal care,17.6,19.67
19:40:00,Paid work,3.6,19.67
19:40:00,Travel,3.5,19.67
19:40:00,Unpaid household work,14.6,19.67
19:40:00,Unpaid care,4.2,19.67
19:40:00,Watching television,31.2,19.67
19:40:00,Entertainment and leisure,21,19.67
19:40:00,Education and study,0.9,19.67
19:40:00,Other,1.5,19.67
19:50:00,Sleep and rest,2.2,19.83
19:50:00,Personal care,16.6,19.83
19:50:00,Paid work,3.6,19.83
19:50:00,Travel,3.8,19.83
19:50:00,Unpaid household work,13.5,19.83
19:50:00,Unpaid care,4.1,19.83
19:50:00,Watching television,33,19.83
19:50:00,Entertainment and leisure,20.7,19.83
19:50:00,Education and study,0.9,19.83
19:50:00,Other,1.5,19.83
20:00:00,Sleep and rest,2.8,20.00
20:00:00,Personal care,14.8,20.00
20:00:00,Paid work,3.4,20.00
20:00:00,Travel,3.6,20.00
20:00:00,Unpaid household work,11.7,20.00
20:00:00,Unpaid care,3,20.00
20:00:00,Watching television,37.6,20.00
20:00:00,Entertainment and leisure,20.7,20.00
20:00:00,Education and study,0.6,20.00
20:00:00,Other,1.8,20.00
20:10:00,Sleep and rest,3,20.17
20:10:00,Personal care,14.4,20.17
20:10:00,Paid work,3.3,20.17
20:10:00,Travel,3,20.17
20:10:00,Unpaid household work,10.5,20.17
20:10:00,Unpaid care,2.9,20.17
20:10:00,Watching television,39.1,20.17
20:10:00,Entertainment and leisure,21.1,20.17
20:10:00,Education and study,0.5,20.17
20:10:00,Other,2.1,20.17
20:20:00,Sleep and rest,3.4,20.33
20:20:00,Personal care,14.1,20.33
20:20:00,Paid work,3.2,20.33
20:20:00,Travel,2.9,20.33
20:20:00,Unpaid household work,9.4,20.33
20:20:00,Unpaid care,2.5,20.33
20:20:00,Watching television,41.1,20.33
20:20:00,Entertainment and leisure,21.2,20.33
20:20:00,Education and study,0.5,20.33
20:20:00,Other,1.7,20.33
20:30:00,Sleep and rest,4.2,20.50
20:30:00,Personal care,12.9,20.50
20:30:00,Paid work,3.2,20.50
20:30:00,Travel,3,20.50
20:30:00,Unpaid household work,7.7,20.50
20:30:00,Unpaid care,2.2,20.50
20:30:00,Watching television,43.3,20.50
20:30:00,Entertainment and leisure,21.2,20.50
20:30:00,Education and study,0.6,20.50
20:30:00,Other,1.8,20.50
20:40:00,Sleep and rest,4.4,20.67
20:40:00,Personal care,13.4,20.67
20:40:00,Paid work,3.1,20.67
20:40:00,Travel,2.7,20.67
20:40:00,Unpaid household work,6.8,20.67
20:40:00,Unpaid care,2.2,20.67
20:40:00,Watching television,44.3,20.67
20:40:00,Entertainment and leisure,20.6,20.67
20:40:00,Education and study,0.6,20.67
20:40:00,Other,1.9,20.67
20:50:00,Sleep and rest,4.9,20.83
20:50:00,Personal care,12.6,20.83
20:50:00,Paid work,3.2,20.83
20:50:00,Travel,2.3,20.83
20:50:00,Unpaid household work,5.9,20.83
20:50:00,Unpaid care,2.4,20.83
20:50:00,Watching television,46.2,20.83
20:50:00,Entertainment and leisure,20,20.83
20:50:00,Education and study,0.6,20.83
20:50:00,Other,1.9,20.83
21:00:00,Sleep and rest,7.8,21.00
21:00:00,Personal care,11.4,21.00
21:00:00,Paid work,2.4,21.00
21:00:00,Travel,3,21.00
21:00:00,Unpaid household work,5.8,21.00
21:00:00,Unpaid care,2,21.00
21:00:00,Watching television,46.3,21.00
21:00:00,Entertainment and leisure,19,21.00
21:00:00,Education and study,0.7,21.00
21:00:00,Other,1.4,21.00
21:10:00,Sleep and rest,8.6,21.17
21:10:00,Personal care,10.1,21.17
21:10:00,Paid work,2.4,21.17
21:10:00,Travel,2.7,21.17
21:10:00,Unpaid household work,5.4,21.17
21:10:00,Unpaid care,1.7,21.17
21:10:00,Watching television,47.1,21.17
21:10:00,Entertainment and leisure,19.7,21.17
21:10:00,Education and study,0.8,21.17
21:10:00,Other,1.4,21.17
21:20:00,Sleep and rest,9.6,21.33
21:20:00,Personal care,8.6,21.33
21:20:00,Paid work,2.3,21.33
21:20:00,Travel,2.7,21.33
21:20:00,Unpaid household work,5.9,21.33
21:20:00,Unpaid care,1.4,21.33
21:20:00,Watching television,47.5,21.33
21:20:00,Entertainment and leisure,19.6,21.33
21:20:00,Education and study,0.8,21.33
21:20:00,Other,1.5,21.33
21:30:00,Sleep and rest,12.5,21.50
21:30:00,Personal care,8.9,21.50
21:30:00,Paid work,2.1,21.50
21:30:00,Travel,2.2,21.50
21:30:00,Unpaid household work,5,21.50
21:30:00,Unpaid care,1.1,21.50
21:30:00,Watching television,46.4,21.50
21:30:00,Entertainment and leisure,19,21.50
21:30:00,Education and study,0.8,21.50
21:30:00,Other,1.9,21.50
21:40:00,Sleep and rest,13.9,21.67
21:40:00,Personal care,8.8,21.67
21:40:00,Paid work,2.2,21.67
21:40:00,Travel,1.7,21.67
21:40:00,Unpaid household work,4.4,21.67
21:40:00,Unpaid care,1,21.67
21:40:00,Watching television,45.9,21.67
21:40:00,Entertainment and leisure,19.4,21.67
21:40:00,Education and study,0.8,21.67
21:40:00,Other,2,21.67
21:50:00,Sleep and rest,15.8,21.83
21:50:00,Personal care,8.4,21.83
21:50:00,Paid work,2.1,21.83
21:50:00,Travel,1.9,21.83
21:50:00,Unpaid household work,4.1,21.83
21:50:00,Unpaid care,1,21.83
21:50:00,Watching television,44.3,21.83
21:50:00,Entertainment and leisure,19.5,21.83
21:50:00,Education and study,0.7,21.83
21:50:00,Other,2.1,21.83
22:00:00,Sleep and rest,25.3,22.00
22:00:00,Personal care,9.2,22.00
22:00:00,Paid work,2.2,22.00
22:00:00,Travel,1.8,22.00
22:00:00,Unpaid household work,3.8,22.00
22:00:00,Unpaid care,0.9,22.00
22:00:00,Watching television,36.1,22.00
22:00:00,Entertainment and leisure,18.4,22.00
22:00:00,Education and study,0.6,22.00
22:00:00,Other,1.8,22.00
22:10:00,Sleep and rest,29,22.17
22:10:00,Personal care,7.9,22.17
22:10:00,Paid work,2.2,22.17
22:10:00,Travel,1.7,22.17
22:10:00,Unpaid household work,4.2,22.17
22:10:00,Unpaid care,0.8,22.17
22:10:00,Watching television,33.1,22.17
22:10:00,Entertainment and leisure,19,22.17
22:10:00,Education and study,0.5,22.17
22:10:00,Other,1.6,22.17
22:20:00,Sleep and rest,32.4,22.33
22:20:00,Personal care,8.3,22.33
22:20:00,Paid work,2.2,22.33
22:20:00,Travel,1.7,22.33
22:20:00,Unpaid household work,3.6,22.33
22:20:00,Unpaid care,0.6,22.33
22:20:00,Watching television,30.1,22.33
22:20:00,Entertainment and leisure,18.7,22.33
22:20:00,Education and study,0.5,22.33
22:20:00,Other,1.9,22.33
22:30:00,Sleep and rest,41.3,22.50
22:30:00,Personal care,7.8,22.50
22:30:00,Paid work,1.6,22.50
22:30:00,Travel,2.1,22.50
22:30:00,Unpaid household work,2.6,22.50
22:30:00,Unpaid care,0.4,22.50
22:30:00,Watching television,24.3,22.50
22:30:00,Entertainment and leisure,17.8,22.50
22:30:00,Education and study,0.4,22.50
22:30:00,Other,1.7,22.50
22:40:00,Sleep and rest,45.3,22.67
22:40:00,Personal care,7.3,22.67
22:40:00,Paid work,1.6,22.67
22:40:00,Travel,1.4,22.67
22:40:00,Unpaid household work,2.4,22.67
22:40:00,Unpaid care,0.4,22.67
22:40:00,Watching television,22.4,22.67
22:40:00,Entertainment and leisure,17.2,22.67
22:40:00,Education and study,0.5,22.67
22:40:00,Other,1.6,22.67
22:50:00,Sleep and rest,48.7,22.83
22:50:00,Personal care,6.2,22.83
22:50:00,Paid work,1.6,22.83
22:50:00,Travel,1.2,22.83
22:50:00,Unpaid household work,2.3,22.83
22:50:00,Unpaid care,0.3,22.83
22:50:00,Watching television,20.8,22.83
22:50:00,Entertainment and leisure,16.8,22.83
22:50:00,Education and study,0.5,22.83
22:50:00,Other,1.6,22.83
23:00:00,Sleep and rest,59.6,23.00
23:00:00,Personal care,6,23.00
23:00:00,Paid work,1.4,23.00
23:00:00,Travel,1.3,23.00
23:00:00,Unpaid household work,1.9,23.00
23:00:00,Unpaid care,0.2,23.00
23:00:00,Watching television,13.3,23.00
23:00:00,Entertainment and leisure,13.8,23.00
23:00:00,Education and study,0.6,23.00
23:00:00,Other,1.8,23.00
23:10:00,Sleep and rest,63.9,23.17
23:10:00,Personal care,4.7,23.17
23:10:00,Paid work,1.4,23.17
23:10:00,Travel,1.5,23.17
23:10:00,Unpaid household work,1.8,23.17
23:10:00,Unpaid care,0.2,23.17
23:10:00,Watching television,11.4,23.17
23:10:00,Entertainment and leisure,12.8,23.17
23:10:00,Education and study,0.5,23.17
23:10:00,Other,1.8,23.17
23:20:00,Sleep and rest,66.8,23.33
23:20:00,Personal care,4.1,23.33
23:20:00,Paid work,1.4,23.33
23:20:00,Travel,1.4,23.33
23:20:00,Unpaid household work,1.7,23.33
23:20:00,Unpaid care,0.3,23.33
23:20:00,Watching television,10.4,23.33
23:20:00,Entertainment and leisure,11.9,23.33
23:20:00,Education and study,0.5,23.33
23:20:00,Other,1.5,23.33
23:30:00,Sleep and rest,73.6,23.50
23:30:00,Personal care,3.5,23.50
23:30:00,Paid work,1.3,23.50
23:30:00,Travel,1.2,23.50
23:30:00,Unpaid household work,1,23.50
23:30:00,Unpaid care,0.2,23.50
23:30:00,Watching television,7.8,23.50
23:30:00,Entertainment and leisure,9.6,23.50
23:30:00,Education and study,0.4,23.50
23:30:00,Other,1.5,23.50
23:40:00,Sleep and rest,76,23.67
23:40:00,Personal care,3,23.67
23:40:00,Paid work,1.2,23.67
23:40:00,Travel,0.9,23.67
23:40:00,Unpaid household work,1,23.67
23:40:00,Unpaid care,0.1,23.67
23:40:00,Watching television,7.2,23.67
23:40:00,Entertainment and leisure,8.7,23.67
23:40:00,Education and study,0.4,23.67
23:40:00,Other,1.4,23.67
23:50:00,Sleep and rest,78,23.83
23:50:00,Personal care,3.1,23.83
23:50:00,Paid work,1.2,23.83
23:50:00,Travel,0.7,23.83
23:50:00,Unpaid household work,0.7,23.83
23:50:00,Unpaid care,0.1,23.83
23:50:00,Watching television,6.8,23.83
23:50:00,Entertainment and leisure,7.6,23.83
23:50:00,Education and study,0.4,23.83
23:50:00,Other,1.4,23.83
00:00:00,Sleep and rest,83,0.00
00:00:00,Personal care,2.6,0.00
00:00:00,Paid work,1,0.00
00:00:00,Travel,1.1,0.00
00:00:00,Unpaid household work,0.9,0.00
00:00:00,Unpaid care,0.2,0.00
00:00:00,Watching television,4.7,0.00
00:00:00,Entertainment and leisure,5.3,0.00
00:00:00,Education and study,0.1,0.00
00:00:00,Other,1.2,0.00
00:10:00,Sleep and rest,85.3,0.17
00:10:00,Personal care,1.6,0.17
00:10:00,Paid work,1.1,0.17
00:10:00,Travel,1,0.17
00:10:00,Unpaid household work,0.7,0.17
00:10:00,Unpaid care,0.2,0.17
00:10:00,Watching television,4.2,0.17
00:10:00,Entertainment and leisure,4.7,0.17
00:10:00,Education and study,0.1,0.17
00:10:00,Other,1.1,0.17
00:20:00,Sleep and rest,87.1,0.33
00:20:00,Personal care,1.1,0.33
00:20:00,Paid work,1.1,0.33
00:20:00,Travel,0.7,0.33
00:20:00,Unpaid household work,0.7,0.33
00:20:00,Unpaid care,0.2,0.33
00:20:00,Watching television,3.8,0.33
00:20:00,Entertainment and leisure,4,0.33
00:20:00,Education and study,0.1,0.33
00:20:00,Other,1.1,0.33
00:30:00,Sleep and rest,88.3,0.50
00:30:00,Personal care,1.5,0.50
00:30:00,Paid work,1,0.50
00:30:00,Travel,0.6,0.50
00:30:00,Unpaid household work,0.7,0.50
00:30:00,Unpaid care,0.3,0.50
00:30:00,Watching television,2.9,0.50
00:30:00,Entertainment and leisure,3.6,0.50
00:30:00,Education and study,0.1,0.50
00:30:00,Other,0.9,0.50
00:40:00,Sleep and rest,89.4,0.67
00:40:00,Personal care,1.3,0.67
00:40:00,Paid work,1,0.67
00:40:00,Travel,0.6,0.67
00:40:00,Unpaid household work,0.4,0.67
00:40:00,Unpaid care,0.2,0.67
00:40:00,Watching television,2.6,0.67
00:40:00,Entertainment and leisure,3.5,0.67
00:40:00,Education and study,0.1,0.67
00:40:00,Other,1,0.67
00:50:00,Sleep and rest,90,0.83
00:50:00,Personal care,1.1,0.83
00:50:00,Paid work,1.1,0.83
00:50:00,Travel,0.5,0.83
00:50:00,Unpaid household work,0.4,0.83
00:50:00,Unpaid care,0.2,0.83
00:50:00,Watching television,2.3,0.83
00:50:00,Entertainment and leisure,3.4,0.83
00:50:00,Education and study,0.1,0.83
00:50:00,Other,0.9,0.83
01:00:00,Sleep and rest,92,1.00
01:00:00,Personal care,0.9,1.00
01:00:00,Paid work,1.1,1.00
01:00:00,Travel,0.4,1.00
01:00:00,Unpaid household work,0.4,1.00
01:00:00,Unpaid care,0,1.00
01:00:00,Watching television,1.5,1.00
01:00:00,Entertainment and leisure,2.8,1.00
01:00:00,Education and study,0.1,1.00
01:00:00,Other,0.8,1.00
01:10:00,Sleep and rest,92.5,1.17
01:10:00,Personal care,1,1.17
01:10:00,Paid work,1.2,1.17
01:10:00,Travel,0.3,1.17
01:10:00,Unpaid household work,0.3,1.17
01:10:00,Unpaid care,0,1.17
01:10:00,Watching television,1.3,1.17
01:10:00,Entertainment and leisure,2.6,1.17
01:10:00,Education and study,0.1,1.17
01:10:00,Other,0.8,1.17
01:20:00,Sleep and rest,93.1,1.33
01:20:00,Personal care,1,1.33
01:20:00,Paid work,1.2,1.33
01:20:00,Travel,0.3,1.33
01:20:00,Unpaid household work,0.3,1.33
01:20:00,Unpaid care,0,1.33
01:20:00,Watching television,0.8,1.33
01:20:00,Entertainment and leisure,2.4,1.33
01:20:00,Education and study,0.1,1.33
01:20:00,Other,0.7,1.33
01:30:00,Sleep and rest,93.5,1.50
01:30:00,Personal care,1.3,1.50
01:30:00,Paid work,1.2,1.50
01:30:00,Travel,0.3,1.50
01:30:00,Unpaid household work,0.2,1.50
01:30:00,Unpaid care,0.1,1.50
01:30:00,Watching television,0.9,1.50
01:30:00,Entertainment and leisure,1.7,1.50
01:30:00,Education and study,0,1.50
01:30:00,Other,0.7,1.50
01:40:00,Sleep and rest,93.8,1.67
01:40:00,Personal care,1,1.67
01:40:00,Paid work,1.2,1.67
01:40:00,Travel,0.4,1.67
01:40:00,Unpaid household work,0.2,1.67
01:40:00,Unpaid care,0.3,1.67
01:40:00,Watching television,0.9,1.67
01:40:00,Entertainment and leisure,1.7,1.67
01:40:00,Education and study,0,1.67
01:40:00,Other,0.6,1.67
01:50:00,Sleep and rest,93.9,1.83
01:50:00,Personal care,0.9,1.83
01:50:00,Paid work,1.2,1.83
01:50:00,Travel,0.3,1.83
01:50:00,Unpaid household work,0.3,1.83
01:50:00,Unpaid care,0.3,1.83
01:50:00,Watching television,0.9,1.83
01:50:00,Entertainment and leisure,1.6,1.83
01:50:00,Education and study,0,1.83
01:50:00,Other,0.6,1.83
02:00:00,Sleep and rest,94.6,2.00
02:00:00,Personal care,1.1,2.00
02:00:00,Paid work,1.1,2.00
02:00:00,Travel,0.3,2.00
02:00:00,Unpaid household work,0.3,2.00
02:00:00,Unpaid care,0.4,2.00
02:00:00,Watching television,0.4,2.00
02:00:00,Entertainment and leisure,1.2,2.00
02:00:00,Education and study,0,2.00
02:00:00,Other,0.6,2.00
02:10:00,Sleep and rest,95.2,2.17
02:10:00,Personal care,0.6,2.17
02:10:00,Paid work,1.1,2.17
02:10:00,Travel,0.5,2.17
02:10:00,Unpaid household work,0.3,2.17
02:10:00,Unpaid care,0.3,2.17
02:10:00,Watching television,0.4,2.17
02:10:00,Entertainment and leisure,1,2.17
02:10:00,Education and study,0,2.17
02:10:00,Other,0.7,2.17
02:20:00,Sleep and rest,95.5,2.33
02:20:00,Personal care,0.6,2.33
02:20:00,Paid work,1.1,2.33
02:20:00,Travel,0.5,2.33
02:20:00,Unpaid household work,0.3,2.33
02:20:00,Unpaid care,0.2,2.33
02:20:00,Watching television,0.3,2.33
02:20:00,Entertainment and leisure,0.9,2.33
02:20:00,Education and study,0,2.33
02:20:00,Other,0.7,2.33
02:30:00,Sleep and rest,95.6,2.50
02:30:00,Personal care,0.6,2.50
02:30:00,Paid work,1,2.50
02:30:00,Travel,0.5,2.50
02:30:00,Unpaid household work,0.3,2.50
02:30:00,Unpaid care,0.3,2.50
02:30:00,Watching television,0.2,2.50
02:30:00,Entertainment and leisure,0.7,2.50
02:30:00,Education and study,0,2.50
02:30:00,Other,0.7,2.50
02:40:00,Sleep and rest,95.9,2.67
02:40:00,Personal care,0.7,2.67
02:40:00,Paid work,0.9,2.67
02:40:00,Travel,0.5,2.67
02:40:00,Unpaid household work,0.3,2.67
02:40:00,Unpaid care,0.1,2.67
02:40:00,Watching television,0.1,2.67
02:40:00,Entertainment and leisure,0.7,2.67
02:40:00,Education and study,0,2.67
02:40:00,Other,0.7,2.67
02:50:00,Sleep and rest,96.1,2.83
02:50:00,Personal care,0.6,2.83
02:50:00,Paid work,0.9,2.83
02:50:00,Travel,0.5,2.83
02:50:00,Unpaid household work,0.3,2.83
02:50:00,Unpaid care,0.1,2.83
02:50:00,Watching television,0.1,2.83
02:50:00,Entertainment and leisure,0.7,2.83
02:50:00,Education and study,0,2.83
02:50:00,Other,0.7,2.83
03:00:00,Sleep and rest,96,3.00
03:00:00,Personal care,0.7,3.00
03:00:00,Paid work,0.9,3.00
03:00:00,Travel,0.4,3.00
03:00:00,Unpaid household work,0.4,3.00
03:00:00,Unpaid care,0.2,3.00
03:00:00,Watching television,0.1,3.00
03:00:00,Entertainment and leisure,0.6,3.00
03:00:00,Education and study,0,3.00
03:00:00,Other,0.7,3.00
03:10:00,Sleep and rest,96.2,3.17
03:10:00,Personal care,0.7,3.17
03:10:00,Paid work,0.9,3.17
03:10:00,Travel,0.3,3.17
03:10:00,Unpaid household work,0.3,3.17
03:10:00,Unpaid care,0.1,3.17
03:10:00,Watching television,0.1,3.17
03:10:00,Entertainment and leisure,0.6,3.17
03:10:00,Education and study,0,3.17
03:10:00,Other,0.7,3.17
03:20:00,Sleep and rest,96,3.33
03:20:00,Personal care,0.9,3.33
03:20:00,Paid work,0.9,3.33
03:20:00,Travel,0.3,3.33
03:20:00,Unpaid household work,0.3,3.33
03:20:00,Unpaid care,0.1,3.33
03:20:00,Watching television,0.1,3.33
03:20:00,Entertainment and leisure,0.6,3.33
03:20:00,Education and study,0,3.33
03:20:00,Other,0.7,3.33
03:30:00,Sleep and rest,95.5,3.50
03:30:00,Personal care,1.1,3.50
03:30:00,Paid work,0.9,3.50
